gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,Churn_Label,total_complaints,resolved_complaints,unresolved_complaints,call_drop_rate,data_usage_gb,throughput_Mbps,complaints_per_tenure,unresolved_ratio,drop_rate_per_tenure,data_usage_per_tenure,InternetService_Fiber optic,InternetService_No,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,TechSupport_No internet service,TechSupport_Yes,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,MultipleLines_No phone service,MultipleLines_Yes,Contract_One year,Contract_Two year
0,0,0,0,1,1,1,50.1,1,9,1,8,0.0105820105820105,0.7338094075520832,31.32333333333333,4.5,0.8,0.00529100529100525,0.3669047037760416,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,1,1,53,1,0,60.6,0,10,4,6,0.052702463228779,0.910166015625,35.04,0.18518518518518517,0.5454545454545454,0.0009759715412736852,0.016854926215277777,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
0,0,1,0,72,1,0,25.65,0,12,2,10,0.0253306878306878,0.8505655924479166,31.300833333333333,0.1643835616438356,0.7692307692307693,0.00034699572370805204,0.011651583458190638,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1
1,0,1,0,2,1,0,76.4,1,16,4,12,0.0186868686868686,0.9091227213541666,24.86,5.333333333333333,0.7058823529411765,0.006228956228956199,0.30304090711805554,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,0,0,3,1,1,98.7,1,12,3,9,0.0248842592592592,0.6885685221354166,30.805833333333336,3.0,0.6923076923076923,0.0062210648148148,0.17214213053385416,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
0,1,0,0,13,1,1,100.8,1,16,4,12,0.0559884559884559,0.8239339192708334,20.241666666666667,1.1428571428571428,0.7058823529411765,0.00399917542774685,0.05885242280505953,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0
1,1,1,0,41,0,1,53.95,0,8,3,5,0.0122053872053872,0.6096443684895834,30.065,0.19047619047619047,0.5555555555555556,0.0002906044572711238,0.014515342106894842,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0
0,0,1,0,24,1,0,20.4,0,17,2,15,0.0460225690488848,0.6842000325520834,25.63416666666667,0.68,0.8333333333333334,0.001840902761955392,0.027368001302083337,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
0,0,1,1,28,1,1,90.1,1,15,5,10,0.0424582362082362,0.677001953125,24.415000000000003,0.5172413793103449,0.625,0.0014640771106288345,0.023344894935344827,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
1,0,0,0,8,0,0,29.35,0,6,2,4,0.0287037037037037,0.7578483072916667,30.739166666666662,0.6666666666666666,0.5714285714285714,0.003189300411522633,0.08420536747685187,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1,0,0,0,1,1,1,20.45,0,9,2,7,0.0108543417366946,0.8131160481770833,36.2275,4.5,0.7,0.0054271708683473,0.40655802408854164,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
0,0,0,0,54,1,1,95.1,0,13,3,10,0.016826923076923,0.9397713216145832,25.084166666666665,0.23636363636363636,0.7142857142857143,0.00030594405594405456,0.01708675130208333,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
1,0,0,0,41,1,1,25.25,0,15,3,12,0.0333333333333333,0.76274169921875,24.598333333333333,0.35714285714285715,0.75,0.0007936507936507928,0.018160516648065478,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0
0,0,1,0,19,1,0,44.9,0,19,1,18,0.0285714285714285,0.9250862630208332,29.778333333333336,0.95,0.9,0.001428571428571425,0.04625431315104166,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,1,72,1,0,92.65,0,6,2,4,0.0204573934837092,0.8092976888020833,25.585833333333337,0.0821917808219178,0.5714285714285714,0.000280238266900126,0.01108626970961758,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1,0,0,0,62,0,1,43.7,0,20,3,17,0.0274801587301587,0.8113924153645833,31.63,0.31746031746031744,0.8095238095238095,0.00043619299571680476,0.012879244688326718,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1
0,1,1,1,56,1,1,72.6,0,17,5,12,0.0313900560224089,0.95396484375,24.89,0.2982456140350877,0.6666666666666666,0.0005507027372352439,0.01673622532894737,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1
1,0,0,0,15,1,0,51.55,1,20,3,17,0.0309436274509803,0.6882006835937501,29.04083333333333,1.25,0.8095238095238095,0.0019339767156862687,0.04301254272460938,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,0,0,10,1,1,79.25,1,7,1,6,0.0361471861471861,0.6630192057291667,23.4525,0.6363636363636364,0.75,0.0032861078315623727,0.060274473248106065,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,1,1,32,1,0,18.95,0,14,5,9,0.0413804433154278,0.6580362955729167,26.76333333333333,0.42424242424242425,0.6,0.0012539528277402364,0.0199404938052399,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
1,0,0,0,21,1,0,20.5,0,20,6,14,0.0286375661375661,0.8216455078124999,23.37333333333333,0.9090909090909091,0.6666666666666666,0.0013017075517075501,0.03734752308238636,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
1,0,1,1,62,1,0,19.95,0,8,1,7,0.0610119047619047,0.9757999674479166,30.2975,0.12698412698412698,0.7777777777777778,0.000968442932728646,0.015488888372189154,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
0,0,0,0,2,0,0,24.5,0,15,2,13,0.029265873015873,0.8609586588541666,17.2625,5.0,0.8125,0.009755291005291,0.28698621961805554,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,0,1,27,1,0,20.6,0,6,1,5,0.0202991452991453,0.6786466471354166,22.1075,0.21428571428571427,0.7142857142857143,0.000724969474969475,0.024237380254836304,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
1,0,0,0,5,1,1,94.85,1,20,5,15,0.0187908496732026,0.78844970703125,31.694166666666664,3.3333333333333335,0.7142857142857143,0.0031318082788671,0.13140828450520833,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
0,0,0,0,25,0,0,61.05,0,11,1,10,0.027755496137849,0.7007869466145834,24.535833333333333,0.4230769230769231,0.8333333333333334,0.0010675190822249615,0.0269533441005609,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0
0,0,0,0,2,1,1,85.7,1,19,6,13,0.0602260348583878,0.85521728515625,27.319166666666664,6.333333333333333,0.65,0.020075344952795934,0.28507242838541663,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,0,0,0,49,1,1,106.65,0,19,11,8,0.0363712590299277,0.804404296875,25.155,0.38,0.4,0.0007274251805985541,0.0160880859375,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0
0,0,0,0,63,1,0,108.25,0,11,4,7,0.0336805555555555,0.7982820638020832,27.38583333333333,0.171875,0.5833333333333334,0.0005262586805555547,0.01247315724690755,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0
0,0,0,1,4,1,0,20.4,0,9,2,7,0.0284090909090909,0.8002726236979166,28.485,1.8,0.7,0.00568181818181818,0.16005452473958331,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
0,0,1,0,1,1,1,55.3,0,9,2,7,0.0205357142857142,0.8884781901041666,31.854166666666668,4.5,0.7,0.0102678571428571,0.4442390950520833,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0,0,0,11,1,0,20.25,0,5,1,4,0.0268518518518518,0.7682576497395833,28.569166666666664,0.4166666666666667,0.6666666666666666,0.00223765432098765,0.06402147081163194,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
1,1,0,0,52,1,1,72.95,0,9,2,7,0.0423611111111111,0.7216560872395833,26.214166666666667,0.16981132075471697,0.7,0.0007992662473794547,0.0136161525894261,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1,1,0,60,1,0,89.45,0,7,3,4,0.0,0.7122802734375,26.07333333333333,0.11475409836065574,0.5,0.0,0.011676725794057378,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
1,0,0,0,64,1,1,104.65,0,20,3,17,0.0398434812521499,0.86019287109375,23.75333333333333,0.3076923076923077,0.8095238095238095,0.00061297663464846,0.013233736478365385,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0
0,0,1,1,43,1,0,75.2,0,11,3,8,0.0219124199387357,0.7718766276041666,27.67083333333333,0.25,0.6666666666666666,0.000498009544062175,0.017542650627367425,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1
0,0,1,0,61,1,0,101.15,0,9,2,7,0.0286324786324786,0.8175040690104166,29.6625,0.14516129032258066,0.7,0.0004618141714915903,0.01318554950016801,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0
0,0,0,0,1,1,0,44.4,1,12,0,12,0.0277986633249791,0.68668701171875,31.64333333333333,6.0,0.9230769230769231,0.01389933166248955,0.343343505859375,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,5,1,1,89.5,1,10,1,9,0.0327158135981665,0.7940795898437499,21.74083333333333,1.6666666666666667,0.8181818181818182,0.0054526355996944165,0.13234659830729165,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1,0,0,0,66,1,0,68.75,0,5,1,4,0.0144962590299277,0.7500618489583334,29.186666666666667,0.07462686567164178,0.6666666666666666,0.00021636207507354777,0.011194952969527364,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1
1,0,1,0,67,1,1,111.05,0,11,3,8,0.0220848595848595,0.5691927083333334,30.300833333333333,0.16176470588235295,0.6666666666666666,0.0003247773468361691,0.008370481004901962,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
0,0,1,0,42,1,1,99.0,0,12,6,6,0.0301371082621082,0.8516967773437499,26.855,0.27906976744186046,0.46153846153846156,0.0007008629828397255,0.019806901798691857,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1
1,1,1,0,1,1,1,86.05,1,17,2,15,0.0159090909090909,0.7526676432291667,22.4875,8.5,0.8333333333333334,0.00795454545454545,0.37633382161458334,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,0,1,1,31,1,0,21.0,0,8,1,7,0.0156981821068508,0.93103271484375,24.381666666666664,0.25,0.7777777777777778,0.0004905681908390875,0.02909477233886719,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
1,0,0,0,7,1,1,19.4,0,15,6,9,0.033912037037037,0.9923836263020832,34.6075,1.875,0.5625,0.004239004629629625,0.1240479532877604,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
1,0,0,0,4,0,1,44.55,1,18,2,16,0.0215155945419103,0.6691634114583334,27.82333333333333,3.6,0.8421052631578947,0.00430311890838206,0.13383268229166667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
1,0,1,1,34,1,0,77.2,0,14,2,12,0.0412698412698412,0.6985514322916666,21.140833333333333,0.4,0.8,0.0011791383219954628,0.019958612351190473,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0
1,0,0,0,3,1,1,19.45,0,13,2,11,0.0243872549019607,0.90585205078125,23.554166666666664,3.25,0.7857142857142857,0.006096813725490175,0.2264630126953125,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
0,0,1,1,19,0,1,24.85,0,15,5,10,0.0429232804232804,0.8320182291666667,29.945000000000004,0.75,0.625,0.00214616402116402,0.041600911458333334,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,1,1,31,0,0,35.4,1,14,4,10,0.0389111229184758,0.9370345052083334,21.7725,0.4375,0.6666666666666666,0.0012159725912023688,0.02928232828776042,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,1,1,0,95.65,1,9,3,6,0.0189102564102564,0.8336474609375001,25.382500000000004,4.5,0.6,0.0094551282051282,0.41682373046875004,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
1,0,0,0,3,0,0,41.35,0,18,3,15,0.012938596491228,0.92427734375,33.49583333333333,4.5,0.7894736842105263,0.003234649122807,0.2310693359375,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
1,0,1,0,46,1,0,19.6,0,18,3,15,0.0181051587301587,0.7955997721354167,24.1975,0.3829787234042553,0.7894736842105263,0.000385216143194866,0.01692765472628546,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
0,0,0,0,1,1,0,20.95,1,20,3,17,0.0263666072489601,0.8428662109374999,26.776666666666667,10.0,0.8095238095238095,0.01318330362448005,0.42143310546874996,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
0,0,1,1,69,1,0,84.45,0,6,1,5,0.0138888888888888,0.8087263997395834,21.74083333333333,0.08571428571428572,0.7142857142857143,0.00019841269841269714,0.011553234281994049,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0
1,0,0,0,5,1,0,20.25,0,7,2,5,0.0049019607843137,0.72574462890625,22.3475,1.1666666666666667,0.625,0.0008169934640522834,0.12095743815104167,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
1,0,0,0,1,1,0,19.65,0,14,1,13,0.0272925331748861,0.689052734375,20.84,7.0,0.8666666666666667,0.01364626658744305,0.3445263671875,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
1,0,0,0,26,1,1,20.65,0,10,0,10,0.0539918329005016,0.8292610677083334,24.159166666666668,0.37037037037037035,0.9090909090909091,0.0019996975148333924,0.030713372878086422,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
0,1,0,0,10,0,1,34.7,1,8,3,5,0.0548611111111111,0.7711075846354167,35.4525,0.7272727272727273,0.5555555555555556,0.004987373737373736,0.07010068951231062,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1,0,0,0,25,1,0,99.3,0,19,5,14,0.016826923076923,0.73301025390625,28.953333333333333,0.7307692307692307,0.7,0.000647189349112423,0.028192702073317307,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1
1,0,1,1,64,1,0,81.05,0,17,7,10,0.0195976051239209,0.7001416015625,32.748333333333335,0.26153846153846155,0.5555555555555556,0.0003015016172910907,0.010771409254807693,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1,0,1,1,30,1,0,67.6,0,18,5,13,0.0407572239422084,0.9626505533854168,21.875,0.5806451612903226,0.6842105263157895,0.0013147491594260774,0.03105324365759409,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0
1,0,0,0,13,1,1,70.15,0,9,0,9,0.0092879256965944,0.8664005533854167,25.599166666666665,0.6428571428571429,0.9,0.0006634232640424571,0.06188575381324405,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,64,1,1,115.0,0,5,2,3,0.0270833333333333,0.8593798828125,26.324166666666667,0.07692307692307693,0.5,0.00041666666666666615,0.013221228966346154,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0
0,0,0,1,46,1,1,84.8,0,8,3,5,0.0384259259259259,0.7066316731770833,29.211666666666662,0.1702127659574468,0.5555555555555556,0.0008175728920409766,0.015034716450576241,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,0,0,0,12,1,0,19.7,0,12,0,12,0.0,0.6631258138020834,30.631666666666664,0.9230769230769231,0.9230769230769231,0.0,0.05100967798477564,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
0,0,0,0,15,1,0,19.75,1,16,3,13,0.0538194444444444,0.90203857421875,24.855,1.0,0.7647058823529411,0.003363715277777775,0.056377410888671875,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
1,0,1,1,17,1,1,92.55,1,12,4,8,0.0092592592592592,0.821513671875,21.12,0.6666666666666666,0.6153846153846154,0.0005144032921810666,0.0456396484375,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
0,0,1,1,13,1,1,63.15,0,13,2,11,0.0179924242424242,0.8044441731770834,24.96583333333333,0.9285714285714286,0.7857142857142857,0.001285173160173157,0.057460298084077384,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
0,0,1,1,67,1,0,74.0,0,7,2,5,0.0305555555555555,0.85864013671875,27.43166666666667,0.10294117647058823,0.625,0.00044934640522875733,0.012627060834099264,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1
1,0,1,0,24,0,0,29.1,0,15,4,11,0.0140046296296296,0.8769913736979166,27.945000000000004,0.6,0.6875,0.000560185185185184,0.035079654947916664,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1,0,0,0,6,1,0,50.05,0,6,3,3,0.0041666666666666,1.0164510091145833,21.47583333333333,0.8571428571428571,0.42857142857142855,0.0005952380952380856,0.14520728701636904,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,53,1,1,60.05,1,5,3,2,0.0347222222222222,0.984345703125,27.2775,0.09259259259259259,0.3333333333333333,0.0006430041152263371,0.018228624131944444,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
1,1,1,0,16,1,1,74.3,1,10,4,6,0.0220150560224089,0.7791243489583334,25.719166666666663,0.5882352941176471,0.5454545454545454,0.0012950032954358176,0.045830844056372555,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,0,0,10,1,0,20.0,0,6,0,6,0.0180332739156268,0.9438151041666668,31.58083333333333,0.5454545454545454,0.8571428571428571,0.0016393885377842545,0.08580137310606062,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
0,0,0,0,13,1,1,74.65,0,12,5,7,0.0194444444444444,0.695244140625,28.418333333333333,0.8571428571428571,0.5384615384615384,0.0013888888888888857,0.049660295758928566,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,0,0,0,9,1,1,85.35,1,18,2,16,0.0211640211640211,0.7905175781249999,25.5675,1.8,0.8421052631578947,0.00211640211640211,0.07905175781249998,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,0,0,0,25,1,0,74.3,1,20,7,13,0.0099415204678362,0.6883349609375,29.6375,0.7692307692307693,0.6190476190476191,0.0003823661718398538,0.026474421574519232,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0
1,1,0,0,7,0,1,44.4,0,10,2,8,0.0256161236424394,0.67119873046875,26.44666666666667,1.25,0.7272727272727273,0.003202015455304925,0.08389984130859375,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
1,0,1,1,38,1,1,85.4,0,13,2,11,0.0231481481481481,0.6613313802083334,21.299166666666668,0.3333333333333333,0.7857142857142857,0.0005935422602089255,0.016957214877136754,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1
0,0,1,0,43,1,1,94.1,0,15,2,13,0.0283564814814814,0.7937833658854166,28.0825,0.3409090909090909,0.8125,0.0006444654882154864,0.018040531042850378,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
0,0,0,1,4,1,1,98.1,1,18,5,13,0.029703548085901,0.8680965169270833,27.043333333333333,3.6,0.6842105263157895,0.0059407096171802,0.17361930338541667,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
0,0,0,0,25,1,0,108.9,0,12,4,8,0.045698664081017,0.6351611328125,25.184166666666663,0.46153846153846156,0.6153846153846154,0.0017576409261929615,0.024429274338942306,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1
1,0,0,1,27,1,0,56.2,0,16,7,9,0.0117424242424242,0.7538216145833334,31.589166666666667,0.5714285714285714,0.5294117647058824,0.00041937229437229287,0.026922200520833335,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1,0,1,1,72,1,0,26.1,0,8,2,6,0.0318165204678362,0.7533862304687501,26.97666666666667,0.1095890410958904,0.6666666666666666,0.00043584274613474246,0.010320359321489727,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1
1,0,0,1,71,1,1,85.45,0,15,3,12,0.0538437597261126,0.6789095052083334,32.90833333333333,0.20833333333333334,0.75,0.0007478299961960083,0.009429298683449074,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0
0,0,0,0,24,1,1,88.95,0,8,3,5,0.0494047619047619,0.6747835286458334,28.785833333333333,0.32,0.5555555555555556,0.001976190476190476,0.026991341145833334,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
0,0,0,0,50,1,1,109.65,1,18,2,16,0.037037037037037,0.8930379231770833,20.13583333333333,0.35294117647058826,0.8421052631578947,0.0007262164124909215,0.01751054751327614,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1
1,0,0,0,57,1,1,74.35,0,9,1,8,0.0254629629629629,0.9144490559895834,28.326666666666668,0.15517241379310345,0.8,0.0004390166028097052,0.015766363034303163,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1
0,0,0,0,15,1,0,48.85,0,6,1,5,0.0246669180492709,0.95706298828125,29.734166666666667,0.375,0.7142857142857143,0.0015416823780794312,0.05981643676757813,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,0,0,4,1,1,80.1,0,20,5,15,0.0546401039048097,0.6057861328124999,32.895,4.0,0.7142857142857143,0.010928020780961941,0.12115722656249998,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,28,1,0,56.05,0,7,0,7,0.0367090425913955,0.9329524739583333,23.048333333333336,0.2413793103448276,0.875,0.0012658290548757068,0.032170774964080454,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0,1,0,0,9,1,1,74.55,1,12,4,8,0.0103383458646616,0.7157104492187499,31.50916666666667,1.2,0.6153846153846154,0.00103383458646616,0.071571044921875,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,1,0,55,1,1,89.8,0,5,0,5,0.0386681945505474,0.8306787109375001,26.045,0.08928571428571429,0.8333333333333334,0.0006905034741169179,0.014833548409598217,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
1,0,0,0,3,1,1,100.95,1,10,2,8,0.0557239057239057,0.6779492187499999,25.335,2.5,0.7272727272727273,0.013930976430976426,0.16948730468749998,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0
1,0,0,0,10,1,1,94.9,1,5,0,5,0.0334304584304584,0.6756258138020833,30.9925,0.45454545454545453,0.8333333333333334,0.0030391325845871273,0.06142052852746212,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
1,0,0,1,55,1,0,19.1,0,9,2,7,0.03125,0.7590470377604167,34.66583333333333,0.16071428571428573,0.7,0.0005580357142857143,0.01355441138857887,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
0,0,1,1,20,1,0,20.35,0,12,4,8,0.0517195767195767,0.8395564778645833,25.743333333333336,0.5714285714285714,0.6153846153846154,0.0024628369866465097,0.03997887989831349,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
0,0,1,1,62,1,1,106.05,0,15,5,10,0.0308905945419103,0.76094482421875,34.5375,0.23809523809523808,0.625,0.0004903268974906397,0.012078489273313491,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0
1,1,1,0,32,1,1,104.9,1,14,9,5,0.0417536897800055,0.8072713216145834,31.085,0.42424242424242425,0.3333333333333333,0.0012652633266668333,0.02446276732165404,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0
0,0,0,0,43,1,1,19.65,0,19,5,14,0.0354223663047192,0.9276131184895834,32.104166666666664,0.4318181818181818,0.7,0.0008050537796527091,0.021082116329308714,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
1,0,1,0,9,0,0,24.1,1,15,2,13,0.0193732193732193,0.8401481119791666,24.275,1.5,0.8125,0.00193732193732193,0.08401481119791666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,0,1,0,60,1,0,59.85,0,10,2,8,0.0285744348244348,0.6165763346354166,29.49416666666667,0.16393442622950818,0.7272727272727273,0.0004684333577776197,0.010107808764515027,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1,0,1,0,58,1,1,86.1,0,15,5,10,0.0052083333333333,0.9910148111979168,23.070833333333336,0.2542372881355932,0.625,8.827683615819152e-05,0.016796861206744354,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1,0,0,1,7,1,0,19.45,0,16,3,13,0.0257761437908496,0.8794148763020834,27.4075,2.0,0.7647058823529411,0.0032220179738562,0.10992685953776042,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
1,0,1,1,2,1,0,97.1,0,12,1,11,0.0171052631578947,0.8817220052083333,24.820833333333336,4.0,0.8461538461538461,0.0057017543859649,0.29390733506944444,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
1,1,0,0,37,0,0,36.65,0,16,3,13,0.0410130718954248,0.7339892578125,25.495833333333334,0.42105263157894735,0.7647058823529411,0.0010792913656690738,0.019315506784539475,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
0,1,1,1,65,1,1,103.9,0,10,1,9,0.0564405806182121,0.9700830078125,25.60166666666667,0.15151515151515152,0.8181818181818182,0.000855160312397153,0.014698227391098485,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0
