,complaint_id,customerID,date,issue,status
45669,CMP549594,6473-ULUHT,2025-03-12,App issue,Closed
45679,CMP561726,6473-ULUHT,2025-03-29,Poor customer service,Resolved
45681,CMP178122,6473-ULUHT,2025-04-19,Slow internet,Closed
45676,CMP644764,6473-ULUHT,2025-04-30,Service outage,In Progress
23513,CMP605096,6474-FVJLC,2024-06-10,Billing error,Open
23518,CMP403376,6474-FVJLC,2024-08-17,Poor customer service,Closed
23515,CMP796085,6474-FVJLC,2024-09-11,Slow internet,In Progress
23516,CMP150895,6474-FVJLC,2024-10-07,Unexpected charges,In Progress
23514,CMP264762,6474-FVJLC,2024-10-23,Service outage,Resolved
23510,CMP959262,6474-FVJLC,2024-10-26,Poor customer service,Resolved
23521,CMP976503,6474-FVJLC,2024-11-07,App issue,Open
23520,CMP649941,6474-FVJLC,2024-11-08,Network issue,Open
23512,CMP575374,6474-FVJLC,2024-11-22,Slow internet,In Progress
23511,CMP757526,6474-FVJLC,2024-12-27,Network issue,In Progress
23517,CMP194615,6474-FVJLC,2025-01-03,Network issue,In Progress
23522,CMP853940,6474-FVJLC,2025-01-17,Billing error,Open
23509,CMP465326,6474-FVJLC,2025-02-09,Unexpected charges,Resolved
23519,CMP900225,6474-FVJLC,2025-02-14,App issue,Resolved
23525,CMP305724,6474-FVJLC,2025-03-09,Slow internet,Closed
23523,CMP545263,6474-FVJLC,2025-03-11,Unexpected charges,Resolved
23524,CMP699957,6474-FVJLC,2025-03-25,Poor customer service,In Progress
23508,CMP838160,6474-FVJLC,2025-04-08,Billing error,Closed
16694,CMP924643,6475-VHUIZ,2024-05-16,Poor customer service,Open
16693,CMP436854,6475-VHUIZ,2024-05-24,Billing error,In Progress
16697,CMP486108,6475-VHUIZ,2024-05-30,Unexpected charges,In Progress
16709,CMP739806,6475-VHUIZ,2024-06-05,Poor customer service,Closed
16700,CMP330482,6475-VHUIZ,2024-07-01,Billing error,Closed
16702,CMP565096,6475-VHUIZ,2024-07-05,Slow internet,Open
16698,CMP155944,6475-VHUIZ,2024-07-21,App issue,Open
16699,CMP710393,6475-VHUIZ,2024-08-19,Unexpected charges,Resolved
16701,CMP705862,6475-VHUIZ,2024-08-20,Slow internet,Open
16708,CMP831886,6475-VHUIZ,2024-08-30,Poor customer service,Resolved
16695,CMP488223,6475-VHUIZ,2024-10-22,Frequent disconnection,In Progress
16704,CMP663476,6475-VHUIZ,2024-11-05,Billing error,Resolved
16705,CMP200232,6475-VHUIZ,2024-11-10,Billing error,Open
16710,CMP540687,6475-VHUIZ,2025-01-10,App issue,Closed
16706,CMP415649,6475-VHUIZ,2025-02-18,Unexpected charges,Closed
16696,CMP172151,6475-VHUIZ,2025-03-14,Frequent disconnection,Closed
16703,CMP945874,6475-VHUIZ,2025-04-14,Frequent disconnection,In Progress
16707,CMP440369,6475-VHUIZ,2025-04-16,Network issue,Resolved
30888,CMP584721,6476-EPYZR,2024-05-06,Slow internet,In Progress
30894,CMP158935,6476-EPYZR,2024-06-14,Slow internet,Closed
30886,CMP368197,6476-EPYZR,2024-09-07,Billing error,Resolved
30889,CMP728556,6476-EPYZR,2024-11-05,Billing error,In Progress
30887,CMP230889,6476-EPYZR,2024-11-25,Frequent disconnection,In Progress
30892,CMP549569,6476-EPYZR,2024-12-03,Unexpected charges,Closed
30895,CMP763183,6476-EPYZR,2025-01-22,Billing error,Closed
30890,CMP272022,6476-EPYZR,2025-01-27,Poor customer service,In Progress
30891,CMP489074,6476-EPYZR,2025-02-13,Service outage,In Progress
30893,CMP762374,6476-EPYZR,2025-04-06,Billing error,Open
70548,CMP331359,6476-YHMGA,2024-05-04,Poor customer service,In Progress
70549,CMP420423,6476-YHMGA,2024-07-06,Slow internet,Open
70547,CMP158041,6476-YHMGA,2024-08-08,Frequent disconnection,Open
70552,CMP510006,6476-YHMGA,2024-08-21,Unexpected charges,In Progress
70542,CMP232676,6476-YHMGA,2024-09-02,Frequent disconnection,Closed
70559,CMP303467,6476-YHMGA,2024-10-01,Unexpected charges,Resolved
70551,CMP537247,6476-YHMGA,2024-10-11,Network issue,In Progress
70550,CMP441346,6476-YHMGA,2024-10-24,App issue,Closed
70557,CMP261330,6476-YHMGA,2024-10-26,Network issue,Resolved
70554,CMP694585,6476-YHMGA,2024-10-31,App issue,Resolved
70553,CMP400697,6476-YHMGA,2024-11-05,App issue,Open
70561,CMP493659,6476-YHMGA,2024-11-16,Billing error,Closed
70556,CMP750101,6476-YHMGA,2024-12-18,Unexpected charges,Closed
70555,CMP632724,6476-YHMGA,2024-12-22,Frequent disconnection,Closed
70543,CMP195681,6476-YHMGA,2025-01-23,Service outage,In Progress
70558,CMP340453,6476-YHMGA,2025-02-07,Slow internet,Open
70560,CMP958476,6476-YHMGA,2025-02-27,Service outage,Closed
70544,CMP925282,6476-YHMGA,2025-04-11,Poor customer service,Open
70545,CMP790874,6476-YHMGA,2025-04-17,Poor customer service,Closed
70546,CMP699202,6476-YHMGA,2025-04-22,Billing error,Resolved
59804,CMP885966,6478-HRRCZ,2024-06-20,App issue,Open
59811,CMP161927,6478-HRRCZ,2024-09-13,Unexpected charges,Closed
59807,CMP957473,6478-HRRCZ,2024-09-17,Network issue,Resolved
59806,CMP704943,6478-HRRCZ,2024-09-25,Service outage,Open
59810,CMP711586,6478-HRRCZ,2024-10-10,App issue,Resolved
59803,CMP747651,6478-HRRCZ,2024-11-04,App issue,Closed
59802,CMP381565,6478-HRRCZ,2024-12-13,Service outage,In Progress
59805,CMP985437,6478-HRRCZ,2024-12-23,Unexpected charges,Resolved
59808,CMP906653,6478-HRRCZ,2025-02-26,App issue,Open
59809,CMP917694,6478-HRRCZ,2025-04-21,Frequent disconnection,Closed
14664,CMP393118,6479-OAUSD,2024-07-15,App issue,Resolved
14665,CMP520809,6479-OAUSD,2024-08-07,Slow internet,Open
14666,CMP710694,6479-OAUSD,2024-09-30,Frequent disconnection,Open
14662,CMP126873,6479-OAUSD,2024-10-03,Poor customer service,In Progress
14659,CMP411688,6479-OAUSD,2024-10-22,Poor customer service,Resolved
14661,CMP267892,6479-OAUSD,2024-10-29,Poor customer service,Closed
14660,CMP954713,6479-OAUSD,2024-11-22,Unexpected charges,Closed
14663,CMP271961,6479-OAUSD,2025-04-25,Unexpected charges,Open
27853,CMP187232,6479-SZPLM,2024-05-12,Frequent disconnection,In Progress
27858,CMP852292,6479-SZPLM,2024-06-05,Service outage,Open
27864,CMP556074,6479-SZPLM,2024-06-26,Billing error,Open
27865,CMP132755,6479-SZPLM,2024-09-17,Billing error,Resolved
27862,CMP367130,6479-SZPLM,2024-09-26,Service outage,Resolved
27860,CMP586373,6479-SZPLM,2024-12-20,Slow internet,Resolved
27855,CMP243826,6479-SZPLM,2025-01-02,Service outage,Open
27854,CMP703523,6479-SZPLM,2025-01-23,Slow internet,Resolved
27857,CMP120566,6479-SZPLM,2025-02-04,Unexpected charges,Resolved
27856,CMP885853,6479-SZPLM,2025-02-09,Unexpected charges,Resolved
27859,CMP683382,6479-SZPLM,2025-02-22,Frequent disconnection,Closed
27861,CMP572418,6479-SZPLM,2025-03-02,Network issue,In Progress
27866,CMP316306,6479-SZPLM,2025-03-11,Billing error,Open
27863,CMP910477,6479-SZPLM,2025-04-09,Service outage,Resolved
27867,CMP448656,6479-SZPLM,2025-04-27,Billing error,Open
44975,CMP150105,6479-VDGRK,2024-07-20,Poor customer service,Closed
44979,CMP850528,6479-VDGRK,2024-07-22,Unexpected charges,In Progress
44980,CMP657984,6479-VDGRK,2024-07-26,Frequent disconnection,Closed
44984,CMP474663,6479-VDGRK,2024-08-30,Unexpected charges,Resolved
44982,CMP401507,6479-VDGRK,2024-09-03,Slow internet,Closed
44976,CMP990215,6479-VDGRK,2024-10-06,App issue,In Progress
44978,CMP508629,6479-VDGRK,2024-12-08,Poor customer service,In Progress
44983,CMP231019,6479-VDGRK,2024-12-16,Network issue,In Progress
44981,CMP414252,6479-VDGRK,2025-04-01,Service outage,Closed
44977,CMP966479,6479-VDGRK,2025-04-22,Billing error,Closed
52341,CMP478309,6480-YAGIY,2024-05-17,Unexpected charges,Resolved
52346,CMP284644,6480-YAGIY,2024-05-28,Frequent disconnection,Open
52331,CMP814344,6480-YAGIY,2024-06-12,Billing error,In Progress
52333,CMP676198,6480-YAGIY,2024-07-30,Slow internet,In Progress
52329,CMP860284,6480-YAGIY,2024-08-02,Billing error,Resolved
52337,CMP104813,6480-YAGIY,2024-09-13,Billing error,Closed
52340,CMP269475,6480-YAGIY,2024-10-08,App issue,Open
52347,CMP631950,6480-YAGIY,2024-11-06,Poor customer service,Open
52344,CMP439368,6480-YAGIY,2024-11-13,Unexpected charges,Resolved
52328,CMP804648,6480-YAGIY,2024-11-20,Unexpected charges,Open
52334,CMP829910,6480-YAGIY,2024-12-18,Slow internet,Open
52330,CMP610695,6480-YAGIY,2025-01-06,Slow internet,Open
52336,CMP118443,6480-YAGIY,2025-01-28,Service outage,Resolved
52339,CMP546664,6480-YAGIY,2025-02-10,Poor customer service,In Progress
52332,CMP823700,6480-YAGIY,2025-02-12,Service outage,Closed
52338,CMP338403,6480-YAGIY,2025-03-07,Network issue,Open
52342,CMP940112,6480-YAGIY,2025-03-18,Slow internet,Open
52335,CMP464082,6480-YAGIY,2025-03-30,Network issue,Resolved
52345,CMP860257,6480-YAGIY,2025-03-31,Network issue,In Progress
52343,CMP733219,6480-YAGIY,2025-04-15,Billing error,Closed
32442,CMP718665,6481-ESCNL,2024-05-08,App issue,Closed
32445,CMP977612,6481-ESCNL,2024-05-30,Slow internet,Open
32451,CMP656511,6481-ESCNL,2024-08-10,Frequent disconnection,Closed
32438,CMP658492,6481-ESCNL,2024-08-23,Network issue,Open
32448,CMP564949,6481-ESCNL,2024-10-14,App issue,Closed
32437,CMP561740,6481-ESCNL,2024-11-09,Network issue,In Progress
32443,CMP690797,6481-ESCNL,2024-12-11,Service outage,Open
32440,CMP141176,6481-ESCNL,2025-01-07,Billing error,In Progress
32446,CMP223966,6481-ESCNL,2025-01-10,App issue,Resolved
32447,CMP332644,6481-ESCNL,2025-01-23,Service outage,Open
32439,CMP797226,6481-ESCNL,2025-01-29,Poor customer service,In Progress
32449,CMP664745,6481-ESCNL,2025-02-04,App issue,Open
32441,CMP124434,6481-ESCNL,2025-03-03,Billing error,Resolved
32450,CMP504142,6481-ESCNL,2025-03-25,Poor customer service,Resolved
32444,CMP137942,6481-ESCNL,2025-03-31,Network issue,Resolved
52559,CMP551957,6481-LXPWL,2024-06-15,Unexpected charges,In Progress
52565,CMP753358,6481-LXPWL,2024-09-01,Service outage,In Progress
52561,CMP902512,6481-LXPWL,2024-09-17,Billing error,In Progress
52564,CMP994944,6481-LXPWL,2024-09-24,App issue,Resolved
52563,CMP333940,6481-LXPWL,2025-01-03,Unexpected charges,In Progress
52560,CMP468718,6481-LXPWL,2025-02-13,Billing error,Resolved
52557,CMP125838,6481-LXPWL,2025-02-16,Billing error,Closed
52562,CMP948102,6481-LXPWL,2025-02-17,Service outage,Resolved
52558,CMP884157,6481-LXPWL,2025-04-24,Slow internet,Closed
52556,CMP137313,6481-LXPWL,2025-04-29,Billing error,Closed
25289,CMP303632,6481-OGDOO,2024-06-22,Slow internet,Resolved
25293,CMP528503,6481-OGDOO,2024-08-22,Slow internet,Closed
25294,CMP216818,6481-OGDOO,2024-08-23,Frequent disconnection,Closed
25295,CMP805637,6481-OGDOO,2024-09-03,App issue,In Progress
25290,CMP478350,6481-OGDOO,2024-12-02,Billing error,In Progress
25292,CMP460498,6481-OGDOO,2025-01-03,Service outage,In Progress
25288,CMP179069,6481-OGDOO,2025-02-09,App issue,Resolved
25291,CMP330606,6481-OGDOO,2025-02-24,Billing error,In Progress
43160,CMP447318,6483-OATDN,2024-05-25,Unexpected charges,In Progress
43172,CMP494681,6483-OATDN,2024-06-04,Service outage,In Progress
43159,CMP238112,6483-OATDN,2024-06-17,App issue,In Progress
43161,CMP821128,6483-OATDN,2024-07-07,Network issue,Open
43164,CMP729754,6483-OATDN,2024-07-29,Frequent disconnection,Closed
43166,CMP534108,6483-OATDN,2024-08-04,Frequent disconnection,In Progress
43162,CMP826631,6483-OATDN,2024-08-08,Frequent disconnection,Open
43167,CMP924310,6483-OATDN,2024-08-16,Service outage,Resolved
43165,CMP958648,6483-OATDN,2024-08-31,Service outage,Resolved
43170,CMP265231,6483-OATDN,2024-09-30,Frequent disconnection,Closed
43163,CMP432201,6483-OATDN,2024-11-11,Billing error,Closed
43158,CMP539888,6483-OATDN,2024-11-20,Poor customer service,Resolved
43171,CMP607475,6483-OATDN,2024-12-17,Unexpected charges,Open
43168,CMP803385,6483-OATDN,2025-01-18,Poor customer service,In Progress
43169,CMP812125,6483-OATDN,2025-02-13,Frequent disconnection,Closed
35027,CMP957034,6484-LATFU,2024-05-03,Service outage,Resolved
35009,CMP586641,6484-LATFU,2024-06-25,Service outage,Closed
35023,CMP824198,6484-LATFU,2024-07-31,Slow internet,Open
35011,CMP299742,6484-LATFU,2024-08-13,Frequent disconnection,In Progress
35026,CMP710986,6484-LATFU,2024-09-02,Service outage,Open
35019,CMP156637,6484-LATFU,2024-09-10,Poor customer service,Resolved
35013,CMP236273,6484-LATFU,2024-11-27,Network issue,Resolved
35024,CMP370204,6484-LATFU,2024-12-08,Service outage,In Progress
35025,CMP202616,6484-LATFU,2024-12-23,Unexpected charges,In Progress
35014,CMP402312,6484-LATFU,2025-01-17,Service outage,Open
35016,CMP340599,6484-LATFU,2025-01-29,Network issue,Open
35010,CMP224906,6484-LATFU,2025-02-01,Frequent disconnection,Closed
35022,CMP893424,6484-LATFU,2025-02-05,Unexpected charges,Resolved
35020,CMP800167,6484-LATFU,2025-02-13,Poor customer service,Open
35018,CMP799077,6484-LATFU,2025-02-19,App issue,Open
35015,CMP353609,6484-LATFU,2025-03-06,Billing error,Closed
35012,CMP456554,6484-LATFU,2025-03-07,Frequent disconnection,Closed
35017,CMP527874,6484-LATFU,2025-03-09,Service outage,Resolved
35021,CMP225267,6484-LATFU,2025-03-16,Slow internet,In Progress
19949,CMP338734,6485-QXWWE,2024-05-05,Slow internet,In Progress
19948,CMP621973,6485-QXWWE,2024-05-18,App issue,Closed
19952,CMP280152,6485-QXWWE,2024-07-02,Unexpected charges,Resolved
19956,CMP573510,6485-QXWWE,2024-07-09,Unexpected charges,In Progress
19957,CMP582511,6485-QXWWE,2024-07-15,Unexpected charges,Open
19953,CMP750227,6485-QXWWE,2024-07-18,Service outage,Open
19944,CMP324675,6485-QXWWE,2024-08-19,Slow internet,In Progress
19943,CMP763002,6485-QXWWE,2024-08-24,App issue,Resolved
19954,CMP317521,6485-QXWWE,2024-10-02,Slow internet,In Progress
19955,CMP314135,6485-QXWWE,2024-10-28,Billing error,In Progress
19951,CMP919584,6485-QXWWE,2024-12-04,Poor customer service,Resolved
19950,CMP632423,6485-QXWWE,2024-12-14,Service outage,In Progress
19942,CMP977582,6485-QXWWE,2024-12-25,Slow internet,Resolved
19945,CMP338163,6485-QXWWE,2025-02-16,Poor customer service,In Progress
19947,CMP166478,6485-QXWWE,2025-04-08,Billing error,Resolved
19946,CMP203120,6485-QXWWE,2025-04-25,Service outage,In Progress
29841,CMP969789,6486-LHTMA,2024-05-06,Service outage,In Progress
29828,CMP755659,6486-LHTMA,2024-06-09,Network issue,In Progress
29844,CMP187111,6486-LHTMA,2024-07-17,Unexpected charges,In Progress
29833,CMP516768,6486-LHTMA,2024-08-03,Poor customer service,Closed
29843,CMP392244,6486-LHTMA,2024-08-20,Unexpected charges,In Progress
29832,CMP525952,6486-LHTMA,2024-08-24,Slow internet,Resolved
29835,CMP847215,6486-LHTMA,2024-09-17,Slow internet,Closed
29838,CMP758142,6486-LHTMA,2024-11-11,Poor customer service,Open
29836,CMP423165,6486-LHTMA,2024-11-14,Frequent disconnection,Resolved
29829,CMP365041,6486-LHTMA,2024-12-07,App issue,Resolved
29831,CMP805501,6486-LHTMA,2024-12-11,Network issue,Closed
29842,CMP256685,6486-LHTMA,2025-01-26,App issue,Resolved
29834,CMP522743,6486-LHTMA,2025-02-15,Network issue,In Progress
29840,CMP460463,6486-LHTMA,2025-02-23,App issue,Resolved
29830,CMP486977,6486-LHTMA,2025-02-28,Unexpected charges,Closed
29827,CMP869820,6486-LHTMA,2025-04-01,App issue,Closed
29845,CMP533643,6486-LHTMA,2025-04-07,Unexpected charges,Open
29846,CMP131460,6486-LHTMA,2025-04-12,Service outage,Resolved
29837,CMP600043,6486-LHTMA,2025-04-20,Network issue,Resolved
29839,CMP841623,6486-LHTMA,2025-04-27,Slow internet,Resolved
69837,CMP167074,6490-FGZAT,2024-06-01,Network issue,Closed
69834,CMP630391,6490-FGZAT,2024-06-12,Service outage,In Progress
69835,CMP246477,6490-FGZAT,2024-09-26,Network issue,Closed
69833,CMP945762,6490-FGZAT,2024-10-15,Unexpected charges,Closed
69836,CMP860624,6490-FGZAT,2025-03-10,Network issue,In Progress
2772,CMP447933,6496-JDSSB,2024-05-04,Frequent disconnection,In Progress
2763,CMP251171,6496-JDSSB,2024-08-14,Service outage,Open
2770,CMP678738,6496-JDSSB,2024-08-26,Network issue,In Progress
2773,CMP953061,6496-JDSSB,2024-09-06,Unexpected charges,Resolved
2774,CMP381436,6496-JDSSB,2024-09-16,Poor customer service,Closed
2765,CMP424623,6496-JDSSB,2024-09-20,Unexpected charges,In Progress
2759,CMP578707,6496-JDSSB,2024-09-30,Network issue,In Progress
2767,CMP632359,6496-JDSSB,2024-10-18,Poor customer service,Resolved
2768,CMP684367,6496-JDSSB,2024-11-04,Billing error,Open
2769,CMP738172,6496-JDSSB,2024-11-13,Unexpected charges,Closed
2762,CMP607353,6496-JDSSB,2024-11-21,Network issue,Open
2777,CMP119100,6496-JDSSB,2024-12-01,Billing error,In Progress
2766,CMP104134,6496-JDSSB,2024-12-04,Slow internet,In Progress
2761,CMP797930,6496-JDSSB,2025-01-22,Service outage,Resolved
2760,CMP428990,6496-JDSSB,2025-01-25,Poor customer service,Resolved
2758,CMP286221,6496-JDSSB,2025-02-01,Unexpected charges,Closed
2771,CMP337840,6496-JDSSB,2025-02-18,Network issue,Resolved
2764,CMP525071,6496-JDSSB,2025-02-22,Unexpected charges,In Progress
2776,CMP656713,6496-JDSSB,2025-03-23,Service outage,Closed
2775,CMP245811,6496-JDSSB,2025-04-16,Network issue,Resolved
73422,CMP919903,6496-SLWHQ,2024-05-04,App issue,Resolved
73425,CMP782305,6496-SLWHQ,2024-07-29,Network issue,Closed
73420,CMP605979,6496-SLWHQ,2024-09-02,Service outage,Resolved
73423,CMP566678,6496-SLWHQ,2024-09-06,App issue,In Progress
73424,CMP583963,6496-SLWHQ,2024-10-19,Billing error,Resolved
73419,CMP142375,6496-SLWHQ,2024-11-26,Frequent disconnection,Resolved
73421,CMP843901,6496-SLWHQ,2025-04-26,Slow internet,Closed
1553,CMP280577,6497-TILVL,2024-06-23,Frequent disconnection,Resolved
1551,CMP117868,6497-TILVL,2024-06-26,App issue,Resolved
1552,CMP345157,6497-TILVL,2024-07-25,Network issue,Open
1549,CMP600393,6497-TILVL,2024-08-06,Service outage,Closed
1550,CMP911993,6497-TILVL,2024-12-10,Billing error,Closed
1554,CMP255394,6497-TILVL,2024-12-27,Poor customer service,Resolved
83748,CMP501810,6500-JVEGC,2024-06-15,Network issue,Resolved
83746,CMP453044,6500-JVEGC,2024-07-27,Frequent disconnection,Closed
83759,CMP413838,6500-JVEGC,2024-09-11,Billing error,Closed
83747,CMP232612,6500-JVEGC,2024-09-20,Slow internet,Closed
83755,CMP269371,6500-JVEGC,2024-09-22,Unexpected charges,Closed
83761,CMP460945,6500-JVEGC,2024-09-24,Unexpected charges,Resolved
83760,CMP599222,6500-JVEGC,2024-10-31,Slow internet,In Progress
83754,CMP544577,6500-JVEGC,2024-11-01,Service outage,Resolved
83752,CMP999256,6500-JVEGC,2024-12-05,Billing error,Open
83758,CMP901717,6500-JVEGC,2024-12-08,Unexpected charges,Open
83749,CMP785447,6500-JVEGC,2024-12-12,Billing error,In Progress
83745,CMP349441,6500-JVEGC,2024-12-14,Poor customer service,Open
83751,CMP154791,6500-JVEGC,2024-12-27,Unexpected charges,Open
83756,CMP771359,6500-JVEGC,2025-03-03,App issue,Open
83753,CMP763270,6500-JVEGC,2025-03-10,Service outage,Resolved
83757,CMP283692,6500-JVEGC,2025-03-21,Frequent disconnection,In Progress
83750,CMP156262,6500-JVEGC,2025-04-17,Service outage,Closed
63018,CMP657219,6502-HCJTI,2024-05-02,Billing error,Open
63021,CMP307707,6502-HCJTI,2024-05-25,App issue,Resolved
63010,CMP905286,6502-HCJTI,2024-07-14,Unexpected charges,Resolved
63014,CMP361446,6502-HCJTI,2024-07-29,App issue,Closed
63024,CMP983714,6502-HCJTI,2024-08-01,Billing error,Resolved
63017,CMP638204,6502-HCJTI,2024-08-15,Slow internet,Closed
63008,CMP972818,6502-HCJTI,2024-08-30,Poor customer service,Open
63019,CMP732102,6502-HCJTI,2024-09-10,App issue,Closed
63013,CMP727433,6502-HCJTI,2024-09-14,Network issue,In Progress
63009,CMP659031,6502-HCJTI,2024-09-20,Slow internet,Open
63023,CMP869558,6502-HCJTI,2024-11-19,Slow internet,Resolved
63016,CMP313502,6502-HCJTI,2024-12-15,Billing error,Open
63015,CMP356754,6502-HCJTI,2025-01-29,Poor customer service,Resolved
63011,CMP427115,6502-HCJTI,2025-02-05,Slow internet,In Progress
63012,CMP782723,6502-HCJTI,2025-02-20,Unexpected charges,Resolved
63020,CMP987484,6502-HCJTI,2025-03-05,Unexpected charges,Closed
63022,CMP114346,6502-HCJTI,2025-03-23,Network issue,In Progress
63007,CMP543898,6502-HCJTI,2025-03-24,Frequent disconnection,Open
64451,CMP281108,6502-KUGLL,2024-06-09,Network issue,In Progress
64453,CMP458658,6502-KUGLL,2024-10-01,Frequent disconnection,In Progress
64452,CMP596409,6502-KUGLL,2024-10-14,Slow internet,Open
64454,CMP241097,6502-KUGLL,2024-11-01,Slow internet,Open
64455,CMP205798,6502-KUGLL,2024-12-19,Slow internet,In Progress
64449,CMP936556,6502-KUGLL,2025-01-01,Network issue,In Progress
64450,CMP513292,6502-KUGLL,2025-01-11,App issue,Closed
86164,CMP274245,6502-MJQAE,2024-05-17,Slow internet,Closed
86169,CMP953801,6502-MJQAE,2024-05-20,Service outage,In Progress
86166,CMP573898,6502-MJQAE,2024-05-30,App issue,Open
86171,CMP670836,6502-MJQAE,2024-06-21,Billing error,Open
86167,CMP769677,6502-MJQAE,2024-08-31,Unexpected charges,In Progress
86168,CMP529678,6502-MJQAE,2025-02-02,Poor customer service,In Progress
86165,CMP406474,6502-MJQAE,2025-03-28,Unexpected charges,Open
86170,CMP832861,6502-MJQAE,2025-04-03,Unexpected charges,Closed
40864,CMP931496,6504-VBLFL,2024-05-25,Slow internet,Open
40857,CMP198058,6504-VBLFL,2024-07-05,Frequent disconnection,In Progress
40858,CMP787306,6504-VBLFL,2024-07-12,Service outage,Closed
40860,CMP526013,6504-VBLFL,2024-08-23,Network issue,Open
40859,CMP769473,6504-VBLFL,2024-11-15,Frequent disconnection,In Progress
40863,CMP929484,6504-VBLFL,2024-12-27,Billing error,In Progress
40861,CMP957512,6504-VBLFL,2025-03-25,Billing error,In Progress
40862,CMP206806,6504-VBLFL,2025-04-21,Frequent disconnection,Closed
36095,CMP550739,6505-OZNPG,2024-06-23,Service outage,Closed
36097,CMP939391,6505-OZNPG,2024-10-27,Poor customer service,Open
36094,CMP266417,6505-OZNPG,2024-11-04,App issue,In Progress
36096,CMP182787,6505-OZNPG,2024-11-30,Frequent disconnection,In Progress
36098,CMP664404,6505-OZNPG,2025-03-19,Service outage,In Progress
44443,CMP795033,6506-EYCNH,2024-05-25,Service outage,In Progress
44425,CMP846411,6506-EYCNH,2024-05-31,Unexpected charges,Resolved
44441,CMP221370,6506-EYCNH,2024-06-23,Slow internet,Open
44431,CMP747328,6506-EYCNH,2024-07-02,Network issue,Resolved
44440,CMP325389,6506-EYCNH,2024-07-12,Slow internet,Resolved
44437,CMP897378,6506-EYCNH,2024-07-18,Unexpected charges,In Progress
44439,CMP540533,6506-EYCNH,2024-10-18,Poor customer service,In Progress
44430,CMP147693,6506-EYCNH,2024-10-31,Slow internet,Closed
44426,CMP145566,6506-EYCNH,2024-11-07,Frequent disconnection,Closed
44433,CMP309915,6506-EYCNH,2024-11-21,Service outage,Open
44432,CMP342251,6506-EYCNH,2024-11-26,Slow internet,Closed
44428,CMP222074,6506-EYCNH,2024-12-17,Poor customer service,Open
44434,CMP996737,6506-EYCNH,2024-12-23,Poor customer service,Closed
44436,CMP726657,6506-EYCNH,2025-01-16,Network issue,Open
44438,CMP744728,6506-EYCNH,2025-02-02,Frequent disconnection,Open
44429,CMP882953,6506-EYCNH,2025-03-01,Frequent disconnection,Resolved
44442,CMP719651,6506-EYCNH,2025-04-01,Service outage,Closed
44427,CMP275929,6506-EYCNH,2025-04-12,App issue,Resolved
44435,CMP402261,6506-EYCNH,2025-04-25,Billing error,Closed
65260,CMP160716,6507-DTJZV,2024-05-06,App issue,Closed
65246,CMP533974,6507-DTJZV,2024-07-05,Frequent disconnection,Resolved
65247,CMP176708,6507-DTJZV,2024-07-10,App issue,Resolved
65241,CMP217887,6507-DTJZV,2024-07-12,Billing error,Resolved
65258,CMP194278,6507-DTJZV,2024-07-25,Frequent disconnection,In Progress
65259,CMP986869,6507-DTJZV,2024-08-27,Network issue,In Progress
65242,CMP536309,6507-DTJZV,2024-10-15,Network issue,Closed
65256,CMP178722,6507-DTJZV,2024-10-23,Billing error,Resolved
65253,CMP554025,6507-DTJZV,2024-11-30,Unexpected charges,Open
65252,CMP837724,6507-DTJZV,2025-01-07,Billing error,Open
65254,CMP831770,6507-DTJZV,2025-01-09,Service outage,Open
65244,CMP164583,6507-DTJZV,2025-01-15,Network issue,Resolved
65251,CMP519619,6507-DTJZV,2025-02-08,Unexpected charges,Resolved
65250,CMP346912,6507-DTJZV,2025-02-10,App issue,In Progress
65257,CMP353483,6507-DTJZV,2025-02-25,Network issue,Open
65255,CMP428910,6507-DTJZV,2025-02-28,Unexpected charges,Closed
65248,CMP558343,6507-DTJZV,2025-03-12,Billing error,Resolved
65245,CMP629510,6507-DTJZV,2025-03-22,Unexpected charges,In Progress
65249,CMP628103,6507-DTJZV,2025-04-17,Poor customer service,Open
65243,CMP716031,6507-DTJZV,2025-04-20,Poor customer service,Resolved
15685,CMP746721,6507-ZJSUR,2024-05-01,Poor customer service,In Progress
15680,CMP619677,6507-ZJSUR,2024-06-22,Frequent disconnection,Open
15689,CMP481456,6507-ZJSUR,2024-07-13,App issue,Resolved
15686,CMP793094,6507-ZJSUR,2024-10-25,Service outage,In Progress
15688,CMP656046,6507-ZJSUR,2024-11-19,App issue,In Progress
15690,CMP166640,6507-ZJSUR,2024-12-05,Network issue,Closed
15682,CMP481138,6507-ZJSUR,2025-01-20,Slow internet,Open
15684,CMP766920,6507-ZJSUR,2025-03-07,Billing error,Open
15681,CMP284108,6507-ZJSUR,2025-03-08,Slow internet,In Progress
15687,CMP203882,6507-ZJSUR,2025-03-16,Billing error,In Progress
15683,CMP872300,6507-ZJSUR,2025-04-07,Network issue,Resolved
86055,CMP324955,6508-NJYRO,2024-05-08,Billing error,Open
86058,CMP929279,6508-NJYRO,2024-06-21,Frequent disconnection,Closed
86060,CMP632865,6508-NJYRO,2024-06-27,Service outage,Resolved
86048,CMP964611,6508-NJYRO,2024-07-16,Frequent disconnection,Open
86064,CMP546753,6508-NJYRO,2024-09-09,Unexpected charges,Closed
86063,CMP894337,6508-NJYRO,2024-09-17,Slow internet,Closed
86051,CMP873763,6508-NJYRO,2024-10-01,Slow internet,Closed
